case_id,size
CP_15_05121623_00151,52
CP_15_05130425_00152,52
CP_15_05141858_00153,66
CP_15_05142026_00149,76
CP_15_05142228_00156,92
CP_15_05150151_00153,100
CP_15_05150402_00156,61
CP_15_05150544_00152,54
CP_15_05151200_00152,292
CP_15_05151248_00154,55
CP_15_05151326_00151,54
CP_15_05151341_00095,79
CP_15_05151440_00152,50
CP_15_05151543_00152,66
CP_15_05152013_00110,157
CP_15_05152344_00132,49
CP_15_05161155_00110,49
CP_15_05161534_00152,51
CP_15_05161918_00151,52
CP_15_05162053_00155,49
CP_15_05170047_00152,72
CP_15_05170133_00149,50
CP_15_05170406_00110,49
CP_15_05170917_00152,62
CP_15_05171552_00155,51
CP_15_05172040_00155,80
CP_15_05172233_00110,49
CP_15_05180855_00151,54
CP_15_05181431_00133,49
CP_15_05181712_00149,77
CP_15_05182202_00151,74
CP_15_05182204_00149,98
CP_15_05182259_00152,142
CP_15_05190900_00151,52
CP_15_05191415_00149,51
CP_15_05201546_00155,51
CP_15_05201811_00151,53
CP_15_05210538_00155,72
CP_15_05212000_00133,280
CP_15_05221203_00152,62
CP_15_05221711_00152,65
CP_15_05231612_00149,58
CP_15_05231822_00152,50
CP_15_05251527_00151,74
CP_15_05260505_00155,55
CP_15_05260634_00133,49
CP_15_05261305_00149,51
CP_15_05261510_00153,77
CP_15_05270155_00156,62
CP_15_05270705_00152,109
CP_15_05271514_00156,49
CP_15_05271531_00153,52
CP_15_05280203_00133,49
CP_15_05282055_00149,62
CP_15_05291424_00154,140
CP_15_05291706_00151,75
CP_15_05291752_00110,49
CP_15_05291931_00153,52
CP_15_05300424_00155,51
CP_15_05300559_00153,53
CP_15_05301122_00151,56
CP_15_05301134_00133,49
CP_15_05301228_00151,53
CP_15_05301248_00110,80
CP_15_05301705_00155,51
CP_15_05301934_00152,61
CP_15_05310658_00110,52
CP_15_05311224_00132,49
CP_15_05311400_00152,145
CP_15_05311645_00110,65
CP_15_06010230_00149,121
CP_15_06010429_00152,132
CP_15_06010435_00151,110
CP_15_06010455_00133,49
CP_15_06011414_00149,50
CP_15_06011438_00155,85
CP_15_06020245_00152,50
CP_15_06020759_00152,291
CP_15_06020801_00153,425
CP_15_06021414_00150,114
CP_15_06021524_00151,73
CP_15_06021610_00149,104
CP_15_06030632_00151,82
CP_15_06030719_00149,50
CP_15_06031230_00152,51
CP_15_06031334_00154,54
CP_15_06031715_00149,60
CP_15_06040316_00153,52
CP_15_06040810_00095,68
CP_15_06041244_00151,77
CP_15_06041656_00110,49
CP_15_06041657_00153,52
CP_15_06042234_00151,54
CP_15_06050538_00152,51
CP_15_06050753_00151,68
CP_15_06051248_00155,51
CP_15_06051417_00110,60
CP_15_06051715_00152,83
CP_15_06051809_00153,52
CP_15_06051827_00156,49
CP_15_06051910_00156,49
CP_15_06060656_00149,50
CP_15_06060712_00151,101
CP_15_06061217_00155,117
CP_15_06061248_00153,159
CP_15_06061333_00151,187
CP_15_06061817_00152,202
CP_15_06061834_00149,77
CP_15_06062031_00110,239
CP_15_06071238_00155,118
CP_15_06071245_00152,51
CP_15_06071403_00152,51
CP_15_06071419_00155,94
CP_15_06071507_00149,56
CP_15_06071730_00132,127
CP_15_06080321_00133,87
CP_15_06080500_00149,235
CP_15_06080810_00151,53
CP_15_06080811_00152,204
CP_15_06081052_00110,50
CP_15_06081234_00151,51
CP_15_06081523_00152,51
CP_15_06082234_00153,87
CP_15_06090210_00155,102
CP_15_06091243_00151,53
CP_15_06091304_00152,79
CP_15_06091339_00149,56
CP_15_06091533_00155,212
CP_15_06091643_00151,52
CP_15_06091709_00152,74
CP_15_06091720_00150,65
CP_15_06091823_00156,49
CP_15_06092133_00133,192
CP_15_06100250_00156,80
CP_15_06100252_00110,66
CP_15_06100941_00152,58
CP_15_06101122_00156,49
CP_15_06101154_00151,54
CP_15_06101524_00150,53
CP_15_06101537_00152,52
CP_15_06101613_00151,52
CP_15_06110404_00149,103
CP_15_06110825_00153,52
CP_15_06111034_00149,50
CP_15_06111255_00152,66
CP_15_06111607_00153,53
CP_15_06111815_00149,50
CP_15_06121743_00155,50
CP_15_06130032_00155,51
CP_15_06131141_00155,52
CP_15_06131559_00133,84
CP_15_06191200_00149,333
CP_15_06191330_00149,99
CP_15_06191818_00152,245
CP_15_06192121_00151,55
CP_15_06200402_00151,81
CP_15_06201309_00151,52
CP_15_06201751_00153,52
CP_15_06201843_00110,49
CP_15_06201920_00156,49
CP_15_06202105_00095,35
CP_15_06211346_00152,51
CP_15_06211755_00152,432
CP_15_06212043_00156,49
CP_15_06212104_00110,174
CP_15_06212145_00151,95
CP_15_06220240_00153,151
CP_15_06220254_00152,50
CP_15_06220255_00151,86
CP_15_06220457_00154,85
CP_15_06220720_00156,49
CP_15_06221117_00151,73
CP_15_06221305_00153,52
CP_15_06221502_00154,148
CP_15_06221503_00156,49
CP_15_06221532_00149,57
CP_15_06221652_00150,238
CP_15_06221700_00152,87
CP_15_06221718_00156,57
CP_15_06221752_00110,94
CP_15_06221758_00149,93
CP_15_06221912_00153,52
CP_15_06222158_00153,52
CP_15_06222220_00155,148
CP_15_06231222_00149,50
CP_15_06231649_00152,52
CP_15_06232219_00149,157
CP_15_06240925_00153,71
CP_15_06241158_00149,59
CP_15_06241533_00133,49
CP_15_06241558_00151,52
CP_15_06241840_00149,217
CP_15_06250048_00152,175
CP_15_06250156_00152,129
CP_15_06250503_00151,54
CP_15_06250543_00156,69
CP_15_06251302_00155,107
CP_15_06252109_00133,55
CP_15_06260546_00149,62
CP_15_06260831_00151,66
CP_15_06261233_00155,66
CP_15_06261338_00095,66
CP_15_06271715_00150,53
CP_15_06282225_00151,54
CP_15_06282359_00152,53
CP_15_06290025_00151,55
CP_15_06290800_00153,424
CP_15_06290823_00149,51
CP_15_06291212_00151,51
CP_15_06291317_00150,92
CP_15_06291359_00152,57
CP_15_06291421_00151,52
CP_15_06291442_00152,51
CP_15_06291503_00156,67
CP_15_06300337_00152,51
CP_15_06300457_00149,51
CP_15_06301158_00156,49
CP_15_06301235_00151,66
CP_15_06301414_00152,57
CP_15_06301421_00149,75
CP_15_06301634_00149,52
CP_15_06301906_00149,50
CP_15_06301913_00151,52
CP_15_07010412_00152,79
CP_15_07010547_00110,63
CP_15_07010734_00149,51
CP_15_07011232_00152,100
CP_15_07011236_00152,72
CP_15_07011315_00149,78
CP_15_07011618_00154,53
CP_15_07020741_00156,49
CP_15_07020800_00149,412
CP_15_07021114_00152,69
CP_15_07021437_00151,54
CP_15_07021802_00149,83
CP_15_07021935_00156,69
CP_15_07022030_00151,55
CP_15_07030740_00124,51
CP_15_07031024_00156,79
CP_15_07031145_00151,38
CP_15_07031244_00154,64
CP_15_07031503_00149,114
CP_15_07031814_00149,50
CP_15_07032204_00156,71
CP_15_07040531_00149,74
CP_15_07040743_00090,62
CP_15_07041030_00151,295
CP_15_07041119_00156,49
CP_15_07041220_00150,62
CP_15_07041223_00156,82
CP_15_07041332_00149,115
CP_15_07041348_00149,133
CP_15_07041603_00149,50
CP_15_07041716_00110,49
CP_15_07042048_00153,52
CP_15_07042137_00152,52
CP_15_07050146_00110,61
CP_15_07051334_00154,90
CP_15_07051429_00153,52
CP_15_07051510_00155,102
CP_15_07051618_00149,50
CP_15_07051948_00151,107
CP_15_07052024_00109,50
CP_15_07060018_00149,224
CP_15_07060537_00152,420
CP_15_07060728_00151,103
CP_15_07061046_00095,48
CP_15_07061543_00153,52
CP_15_07061552_00152,50
CP_15_07061705_00150,508
CP_15_07062336_00151,71
CP_15_07070214_00153,52
CP_15_07070315_00154,216
CP_15_07070444_00152,155
CP_15_07070548_00149,50
CP_15_07071052_00153,52
CP_15_07071453_00156,109
CP_15_07072026_00149,73
CP_15_07080432_00156,74
CP_15_07080815_00149,108
CP_15_07081052_00153,63
CP_15_07081135_00151,612
CP_15_07081342_00152,329
CP_15_07081545_00153,63
CP_15_07081619_00156,84
CP_15_07081829_00152,153
CP_15_07081854_00153,128
CP_15_07082139_00149,58
CP_15_07082307_00149,116
CP_15_07090303_00153,170
CP_15_07090432_00110,72
CP_15_07090542_00110,143
CP_15_07091148_00154,251
CP_15_07091346_00110,149
CP_15_07092034_00155,51
CP_15_07100140_00153,112
CP_15_07100346_00133,49
CP_15_07101119_00152,51
CP_15_07101153_00149,75
CP_15_07101403_00149,50
CP_15_07101417_00151,76
CP_15_07101639_00151,51
CP_15_07101645_00152,63
CP_15_07101938_00152,51
CP_15_07110224_00133,49
CP_15_07110836_00151,140
CP_15_07111928_00150,53
CP_15_07112127_00152,54
CP_15_07120246_00153,52
CP_15_07121515_00155,52
CP_15_07122315_00153,149
CP_15_07122327_00149,166
CP_15_07130441_00150,68
CP_15_07130502_00151,89
CP_15_07131035_00152,52
CP_15_07131405_00151,265
CP_15_07131616_00149,89
CP_15_07131937_00110,49
CP_15_07140256_00109,105
CP_15_07140518_00155,63
CP_15_07141527_00149,51
CP_15_07141530_00155,54
CP_15_07151551_00133,49
CP_15_07151833_00151,53
CP_15_07160133_00149,131
CP_15_07160936_00151,56
CP_15_07161445_00152,51
CP_15_07161524_00151,90
CP_15_07161950_00095,50
CP_15_07170535_00152,77
CP_15_07171806_00152,51
CP_15_07191221_00132,107
CP_15_07191241_00155,66
CP_15_07191712_00150,53
CP_15_07191724_00149,63
CP_15_07192352_00150,114
CP_15_07201242_00152,78
CP_15_07201258_00151,59
CP_15_07211643_00110,117
CP_15_07211726_00149,50
CP_15_07211852_00152,51
CP_15_07220047_00111,49
CP_15_07221230_00155,52
CP_15_07221425_00152,51
CP_15_07251134_00110,49
CP_15_07251530_00149,55
CP_15_07251650_00152,75
CP_15_07251806_00151,52
CP_15_07261422_00110,85
CP_15_07270354_00150,98
CP_15_07271644_00149,60
CP_15_07271703_00154,54
CP_15_07272003_00150,54
CP_15_07281227_00152,51
CP_15_07281333_00155,90
CP_15_07281408_00149,50
CP_15_07281434_00150,44
CP_15_07281542_00152,51
CP_15_07291359_00152,51
CP_15_07291414_00156,78
CP_15_07291506_00152,88
CP_15_07291736_00154,54
CP_15_07301332_00151,62
CP_15_07301706_00149,63
CP_15_07301714_00153,52
CP_15_07311400_00152,52
CP_15_07311713_00155,71
CP_15_08011253_00149,50
CP_15_08011443_00152,51
CP_15_08011753_00155,52
CP_15_08022100_00152,76
CP_15_08030150_00151,64
CP_15_08030425_00152,85
CP_15_08031318_00149,58
CP_15_08031419_00152,50
CP_15_08031612_00151,53
CP_15_08031615_00152,51
CP_15_08031931_00152,50
CP_15_08042111_00149,51
CP_15_08050410_00152,52
CP_15_08051345_00155,51
CP_15_08051436_00132,49
CP_15_08051518_00149,51
CP_15_08051519_00152,51
CP_15_08071241_00153,52
CP_15_08080438_00152,51
CP_15_08091102_00149,114
CP_15_08092034_00152,50
CP_15_08100103_00149,50
CP_15_08100951_00152,101
CP_15_08101114_00149,51
CP_15_08101231_00149,59
CP_15_08101427_00149,50
CP_15_08101546_00153,82
CP_15_08101624_00149,51
CP_15_08101820_00155,54
CP_15_08111425_00149,181
CP_15_08111434_00152,50
CP_15_08111526_00110,107
CP_15_08121502_00151,52
CP_15_08121817_00154,53
CP_15_08121853_00152,51
CP_15_08122140_00095,48
CP_15_08131312_00133,49
CP_15_08131728_00149,66
CP_15_08131745_00149,70
CP_15_08131930_00152,50
CP_15_08141639_00152,51
CP_15_08141721_00149,51
CP_15_08150450_00149,51
CP_15_08151233_00155,105
CP_15_08151243_00133,49
CP_15_08151316_00152,51
CP_15_08151323_00152,50
CP_15_08151336_00149,59
CP_15_08151616_00151,53
CP_15_08151750_00132,100
CP_15_08152309_00152,55
CP_15_08171346_00124,52
CP_15_08171457_00150,49
CP_15_08171620_00149,51
CP_15_08181643_00151,53
CP_15_08182024_00155,73
CP_15_08182318_00133,49
CP_15_08190704_00152,52
CP_15_08201538_00150,44
CP_15_08202225_00151,52
CP_15_08210126_00133,55
CP_15_08211513_00149,51
CP_15_08221432_00133,60
CP_15_08221505_00156,49
CP_15_08221523_00150,51
CP_15_08221603_00151,51
CP_15_08221636_00132,69
CP_15_08221732_00155,52
CP_15_08221805_00152,50
CP_15_08222108_00151,85
CP_15_08230635_00152,68
CP_15_08251235_00156,49
CP_15_08251306_00149,53
CP_15_08251323_00149,78
CP_15_08251627_00155,52
CP_15_08252306_00155,52
CP_15_08260414_00155,52
CP_15_08260521_00152,59
CP_15_08260709_00110,94
CP_15_08261044_00151,64
CP_15_08261218_00152,50
CP_15_08261306_00132,49
CP_15_08261716_00110,50
CP_15_08272147_00152,51
CP_15_08281233_00150,69
CP_15_08281735_00153,52
CP_15_08291106_00095,47
CP_15_08291810_00155,51
CP_15_08301510_00152,52
CP_15_08301557_00151,88
CP_15_08301738_00155,50
CP_15_08311356_00155,49
CP_15_08311505_00152,59
CP_15_08311648_00153,78
CP_15_08311904_00156,49
CP_15_09011106_00090,81
CP_15_09011529_00095,79
CP_15_09011548_00110,129
CP_15_09011823_00132,59
CP_15_09012022_00155,49
CP_15_09020122_00154,56
CP_15_09031143_00149,85
CP_15_09042004_00133,49
CP_15_09052130_00149,85
CP_15_09061842_00153,53
CP_15_09070413_00156,53
CP_15_09070423_00149,51
CP_15_09081450_00155,90
CP_15_09091406_00155,51
CP_15_09091558_00152,51
CP_15_09091844_00149,94
CP_15_09101205_00152,80
CP_15_09101340_00153,54
CP_15_09101416_00156,49
CP_15_09101423_00133,49
CP_15_09101436_00151,95
CP_15_09101713_00155,121
CP_15_09101811_00149,89
CP_15_09101954_00151,53
CP_15_09102306_00156,49
CP_15_09102326_00154,56
CP_15_09131717_00095,50
CP_15_09161347_00151,51
CP_15_09170821_00156,49
CP_15_09171656_00156,49
CP_15_09171845_00151,52
CP_15_09171905_00153,76
CP_15_09171926_00152,57
CP_15_09180027_00150,55
CP_15_09180138_00151,53
CP_15_09180244_00152,58
CP_15_09190817_00152,51
CP_15_09200654_00151,53
CP_15_09211332_00152,51
CP_15_09211439_00153,72
CP_15_09211441_00151,102
CP_15_09220218_00153,52
CP_15_09220345_00152,68
CP_15_09221338_00155,41
CP_15_09231213_00153,52
CP_15_09231329_00152,63
CP_15_10030730_00152,51
CP_15_10211341_00149,50
CP_20_04131830_00044,48
CP_20_04211711_00080,51
CP_20_04220135_00031,100
CP_20_04220614_00080,51
CP_20_04250018_00080,51
CP_20_04302043_00031,62
CP_20_05010346_00080,77
CP_20_05010514_00038,49
CP_20_05011828_00080,69
CP_20_05011942_00086,50
CP_20_05021412_00083,78
CP_20_05080502_00085,73
CP_20_05081010_00081,51
CP_20_05081202_00082,60
CP_20_05081444_00080,65
CP_20_05101856_00074,65
CP_20_05151500_00083,436
CP_20_05152149_00081,82
CP_20_05161601_00085,53
CP_20_05170507_00082,52
CP_20_05172046_00082,62
CP_20_05172115_00081,60
CP_20_05172142_00074,61
CP_20_05221025_00112,49
CP_20_05221802_00086,49
CP_20_05262217_00044,50
CP_20_05270137_00074,54
CP_20_06011737_00085,68
CP_20_06012047_00086,75
CP_20_06020021_00082,51
CP_20_06020049_00081,61
CP_20_06020204_00112,50
CP_20_06021700_00044,80
CP_20_06022040_00080,95
CP_20_06022327_00074,52
CP_20_06030013_00085,48
CP_20_06041510_00086,49
CP_20_06041923_00082,51
CP_20_06050733_00080,51
CP_20_06050858_00086,49
CP_20_06051616_00080,94
CP_20_06052021_00086,49
CP_20_06071438_00083,67
CP_20_06082048_00074,51
CP_20_06082308_00027,49
CP_20_06091902_00086,49
CP_20_06101315_00079,49
CP_20_06101556_00085,49
CP_20_06110043_00080,50
CP_20_06112131_00076,49
CP_20_06120408_00086,49
CP_20_06120552_00079,102
CP_20_06121534_00080,51
CP_20_06131337_00086,49
CP_20_06131435_00081,119
CP_20_06131500_00083,106
CP_20_06131521_00080,154
CP_20_06131606_00044,50
CP_20_06131900_00044,117
CP_20_06132044_00085,122
CP_20_06132209_00038,48
CP_20_06140134_00074,61
CP_20_06141700_00086,50
CP_20_06141747_00044,45
CP_20_06142357_00031,49
CP_20_06150057_00086,70
CP_20_06150247_00082,51
CP_20_06152140_00085,49
CP_20_06200547_00047,52
CP_20_06201024_00080,50
CP_20_06201159_00086,62
CP_20_06201826_00080,51
CP_20_06210307_00020,49
CP_20_06210928_00081,78
CP_20_06211455_00086,127
CP_20_06211507_00031,102
CP_20_06211549_00083,71
CP_20_06212034_00080,70
CP_20_06220015_00080,50
CP_20_06221007_00080,70
CP_20_06221340_00074,51
CP_20_06221711_00081,51
CP_20_06230509_00086,50
CP_20_06230620_00080,121
CP_20_06230624_00086,48
CP_20_06230938_00083,109
CP_20_06231209_00112,49
CP_20_06231438_00086,105
CP_20_06231538_00085,170
CP_20_06240149_00083,50
CP_20_06241018_00082,98
CP_20_06250415_00038,48
CP_20_06251154_00082,51
CP_20_06251321_00086,50
CP_20_06251338_00044,49
CP_20_06251348_00081,51
CP_20_06251828_00086,69
CP_20_06251955_00038,49
CP_20_06252146_00083,50
CP_20_06252247_00080,83
CP_20_06260055_00086,107
CP_20_06260131_00086,49
CP_20_06260227_00083,50
CP_20_06260443_00076,62
CP_20_06260445_00081,52
CP_20_06260709_00038,49
CP_20_06260738_00074,58
CP_20_06261538_00086,49
CP_20_06261607_00080,51
CP_20_06261846_00081,51
CP_20_06272306_00080,54
CP_20_06280018_00031,55
CP_20_06281509_00085,60
CP_20_06282114_00079,70
CP_20_06291347_00083,50
CP_20_06292330_00080,82
CP_20_06300158_00044,56
CP_20_06300205_00085,76
CP_20_06300230_00074,72
CP_20_06300536_00079,49
CP_20_06301314_00083,57
CP_20_06301317_00080,92
CP_20_06301752_00082,50
CP_20_06302104_00080,112
CP_20_07010148_00085,62
CP_20_07010210_00038,92
CP_20_07010638_00081,52
CP_20_07012156_00081,67
CP_20_07012329_00076,50
CP_20_07020106_00085,64
CP_20_07020503_00112,49
CP_20_07020558_00082,50
CP_20_07021216_00083,50
CP_20_07021237_00080,126
CP_20_07030226_00086,49
CP_20_07030622_00080,90
CP_20_07031120_00086,50
CP_20_07031148_00080,70
CP_20_07031400_00076,50
CP_20_07041515_00044,80
CP_20_07041552_00083,55
CP_20_07050157_00080,50
CP_20_07050315_00086,99
CP_20_07050357_00083,50
CP_20_07051229_00085,51
CP_20_07051321_00083,50
CP_20_07051409_00086,49
CP_20_07052354_00086,108
CP_20_07060321_00083,50
CP_20_07060859_00086,53
CP_20_07061120_00085,109
CP_20_07061242_00086,59
CP_20_07061402_00044,71
CP_20_07061438_00085,49
CP_20_07061519_00074,142
CP_20_07061610_00074,51
CP_20_07062212_00086,94
CP_20_07062227_00086,107
CP_20_07062250_00076,70
CP_20_07062329_00085,98
CP_20_07070055_00082,96
CP_20_07090148_00085,49
CP_20_07090434_00080,51
CP_20_07090720_00085,49
CP_20_07091518_00083,50
CP_20_07091707_00086,89
CP_20_07091748_00080,64
CP_20_07092030_00074,51
CP_20_07100235_00112,86
CP_20_07100637_00085,49
CP_20_07100942_00085,66
CP_20_07101136_00086,63
CP_20_07101456_00074,87
CP_20_07101613_00044,65
CP_20_07111707_00082,55
CP_20_07121324_00083,50
CP_20_07121348_00080,46
CP_20_07121612_00038,85
CP_20_07122030_00074,66
CP_20_07122244_00085,139
CP_20_07130043_00027,49
CP_20_07131222_00086,70
CP_20_07131602_00080,93
CP_20_07132038_00086,49
CP_20_07140628_00085,51
CP_20_07140747_00081,51
CP_20_07140944_00080,67
CP_20_07141310_00079,66
CP_20_07141410_00074,51
CP_20_07141500_00083,50
CP_20_07141529_00080,105
CP_20_07141635_00080,50
CP_20_07141759_00038,45
CP_20_07141802_00086,96
CP_20_07141916_00027,99
CP_20_07142203_00085,175
CP_20_07142313_00081,51
CP_20_07150001_00083,63
CP_20_07150027_00074,170
CP_20_07150113_00076,102
CP_20_07150314_00074,74
CP_20_07150317_00085,49
CP_20_07150403_00080,79
CP_20_07150530_00085,106
CP_20_07150539_00083,58
CP_20_07150624_00080,50
CP_20_07150807_00083,50
CP_20_07150858_00086,49
CP_20_07151119_00081,58
CP_20_07151518_00085,49
CP_20_07151528_00081,52
CP_20_07152250_00080,69
CP_20_07160738_00083,72
CP_20_07161222_00080,74
CP_20_07161303_00086,56
CP_20_07161905_00031,49
CP_20_07170237_00086,49
CP_20_07170341_00039,50
CP_20_07170446_00080,50
CP_20_07171439_00044,48
CP_20_07171526_00083,49
CP_20_07171542_00044,48
CP_20_07171725_00082,50
CP_20_07171819_00081,52
CP_20_07180012_00044,48
CP_20_07180449_00074,51
CP_20_07180546_00027,104
CP_20_07180703_00080,50
CP_20_07180747_00086,54
CP_20_07181538_00038,136
CP_20_07181839_00080,115
CP_20_07182036_00031,49
CP_20_07182103_00081,52
CP_20_07182117_00020,68
CP_20_07182143_00083,50
CP_20_07191437_00038,176
CP_20_07191600_00080,234
CP_20_07191845_00074,144
CP_20_07200053_00081,73
CP_20_07200100_00031,163
CP_20_07200120_00080,57
CP_20_07201525_00083,50
CP_20_07201623_00085,88
CP_20_07201655_00081,59
CP_20_07211605_00074,86
CP_20_07211707_00076,49
CP_20_07211759_00085,56
CP_20_07212155_00044,87
CP_20_07220443_00074,183
CP_20_07220745_00085,58
CP_20_07221435_00085,111
CP_20_07221443_00080,51
CP_20_07221721_00082,64
CP_20_07221731_00081,122
CP_20_07221819_00083,60
CP_20_07230041_00082,51
CP_20_07230406_00086,49
CP_20_07230625_00112,70
CP_20_07230647_00082,51
CP_20_07230654_00081,51
CP_20_07231241_00083,99
CP_20_07231429_00080,60
CP_20_07231714_00081,52
CP_20_07231828_00086,99
CP_20_07232018_00085,49
CP_20_07232326_00081,56
CP_20_07240317_00112,50
CP_20_07241144_00086,80
CP_20_07241503_00081,59
CP_20_07241555_00083,50
CP_20_07251530_00086,49
CP_20_07251636_00074,51
CP_20_07251717_00085,49
CP_20_07252206_00082,71
CP_20_07260546_00082,75
CP_20_07260635_00038,49
CP_20_07261240_00085,109
CP_20_07261314_00080,54
CP_20_07261321_00038,87
CP_20_07261407_00081,76
CP_20_07261824_00074,93
CP_20_07261851_00080,50
CP_20_07261935_00085,50
CP_20_07262203_00076,48
CP_20_07262215_00082,59
CP_20_07270309_00074,60
CP_20_07270448_00085,68
CP_20_07270654_00080,70
CP_20_07271124_00083,52
CP_20_07271146_00086,97
CP_20_07271411_00086,84
CP_20_07271457_00080,80
CP_20_07271545_00080,53
CP_20_07271637_00044,109
CP_20_07271811_00076,64
CP_20_07271923_00074,157
CP_20_07272005_00085,49
CP_20_07272248_00044,49
CP_20_07280057_00038,48
CP_20_07280131_00074,50
CP_20_07280214_00076,59
CP_20_07280336_00083,56
CP_20_07281114_00080,135
CP_20_07281207_00081,51
CP_20_07281723_00086,49
CP_20_07290743_00086,74
CP_20_07290757_00085,49
CP_20_07291058_00031,102
CP_20_07291300_00081,72
CP_20_07291453_00080,63
CP_20_07291459_00080,51
CP_20_07291516_00083,60
CP_20_07292035_00044,69
CP_20_07300008_00085,49
CP_20_07300049_00044,69
CP_20_07300202_00081,52
CP_20_07300448_00112,49
CP_20_07300552_00044,49
CP_20_07300629_00080,113
CP_20_07301227_00085,49
CP_20_07301253_00081,50
CP_20_07301338_00085,53
CP_20_07301524_00079,53
CP_20_07301527_00083,50
CP_20_07301619_00086,68
CP_20_07301655_00044,48
CP_20_07310045_00082,51
CP_20_07310229_00080,50
CP_20_07310257_00086,49
CP_20_07310715_00081,67
CP_20_07311218_00085,75
CP_20_07311253_00079,49
CP_20_07311353_00080,83
CP_20_07311443_00076,49
CP_20_07311518_00079,49
CP_20_07311525_00083,49
CP_20_07312312_00112,70
CP_20_08010326_00083,100
CP_20_08010529_00080,96
CP_20_08010628_00074,122
CP_20_08010748_00086,65
CP_20_08010855_00082,50
CP_20_08010919_00085,78
CP_20_08011320_00081,76
CP_20_08012133_00080,62
CP_20_08012247_00086,66
CP_20_08020014_00085,100
CP_20_08020035_00085,142
CP_20_08020037_00083,73
CP_20_08020127_00038,64
CP_20_08020234_00074,55
CP_20_08020238_00081,76
CP_20_08020338_00082,51
CP_20_08020553_00080,58
CP_20_08020633_00112,61
CP_20_08021125_00085,50
CP_20_08021146_00083,66
CP_20_08021228_00086,66
CP_20_08021246_00031,56
CP_20_08021508_00086,49
CP_20_08021922_00074,45
CP_20_08021951_00082,112
CP_20_08022109_00083,49
CP_20_08030550_00085,49
CP_20_08030855_00044,93
CP_20_08031241_00082,51
CP_20_08031502_00085,93
CP_20_08031521_00044,49
CP_20_08031619_00083,76
CP_20_08031624_00086,50
CP_20_08031755_00081,84
CP_20_08031819_00086,50
CP_20_08032302_00086,97
CP_20_08040059_00080,66
CP_20_08040111_00083,53
CP_20_08040144_00085,69
CP_20_08040233_00081,103
CP_20_08040352_00082,79
CP_20_08040539_00044,49
CP_20_08040737_00074,51
CP_20_08041359_00038,48
CP_20_08041717_00074,51
CP_20_08041818_00082,49
CP_20_08041904_00080,61
CP_20_08041916_00081,51
CP_20_08050135_00082,51
CP_20_08050553_00083,50
CP_20_08050657_00082,51
CP_20_08050801_00085,280
CP_20_08050818_00080,65
CP_20_08051118_00074,67
CP_20_08051209_00080,50
CP_20_08051557_00086,54
CP_20_08060112_00044,84
CP_20_08060133_00038,80
CP_20_08060340_00074,68
CP_20_08060511_00080,124
CP_20_08060542_00085,84
CP_20_08060555_00085,42
CP_20_08060905_00086,49
CP_20_08061217_00074,70
CP_20_08061324_00080,73
CP_20_08061331_00044,295
CP_20_08061333_00039,47
CP_20_08061355_00080,68
CP_20_08061433_00044,49
CP_20_08061450_00085,137
CP_20_08061502_00080,58
CP_20_08061711_00083,52
CP_20_08061811_00080,58
CP_20_08062248_00044,99
CP_20_08062347_00086,49
CP_20_08070040_00081,51
CP_20_08070142_00080,65
CP_20_08070143_00080,171
CP_20_08070215_00080,50
CP_20_08070222_00038,49
CP_20_08070241_00074,133
CP_20_08070400_00076,332
CP_20_08070442_00080,119
CP_20_08070736_00083,121
CP_20_08070851_00044,49
CP_20_08070914_00086,54
CP_20_08071047_00085,117
CP_20_08071124_00085,49
CP_20_08071832_00031,154
CP_20_08071841_00080,91
CP_20_08072145_00044,49
CP_20_08072209_00086,49
CP_20_08072255_00083,49
CP_20_08080227_00082,97
CP_20_08080454_00112,50
CP_20_08080514_00081,52
CP_20_08080528_00083,50
CP_20_08080614_00083,127
CP_20_08080629_00085,53
CP_20_08080959_00082,50
CP_20_08081248_00047,49
CP_20_08081402_00080,54
CP_20_08081453_00086,49
CP_20_08081703_00031,49
CP_20_08082330_00080,101
CP_20_08090704_00085,47
CP_20_08091243_00086,102
CP_20_08091315_00082,51
CP_20_08091348_00085,49
CP_20_08091615_00086,52
CP_20_08091820_00080,49
CP_20_08091841_00076,49
CP_20_08091926_00081,51
CP_20_08092059_00085,50
CP_20_08101611_00074,49
CP_20_08120354_00044,49
CP_20_08121004_00085,74
CP_20_08121021_00079,74
CP_20_08121153_00080,50
CP_20_08121713_00080,48
CP_20_08130124_00086,193
CP_20_08130420_00080,194
CP_20_08130441_00083,49
CP_20_08130729_00031,83
CP_20_08131246_00079,49
CP_20_08131342_00031,69
CP_20_08131410_00076,67
CP_20_08131430_00074,49
CP_20_08131459_00080,76
CP_20_08131518_00086,81
CP_20_08131542_00083,70
CP_20_08131837_00085,250
CP_20_08132231_00074,55
CP_20_08132301_00086,97
CP_20_08140806_00031,66
CP_20_08141010_00083,49
CP_20_08141229_00080,67
CP_20_08141351_00082,51
CP_20_08141521_00086,51
CP_20_08141527_00112,63
CP_20_08141553_00083,55
CP_20_08141608_00086,73
CP_20_08141713_00083,50
CP_20_08141807_00081,51
CP_20_08142022_00085,76
CP_20_08150042_00044,97
CP_20_08150554_00083,50
CP_20_08150702_00031,53
CP_20_08150825_00086,97
CP_20_08150909_00082,84
CP_20_08150927_00081,73
CP_20_08151338_00085,79
